station_id;id2;loc1;loc2;id3;since;unknown;lat;lon;state;state_name;loc_type1;loc_type2;neighboring;street;hnumber;zip_code;mindate
541;DEBY121;Oberaudorf/Inntal-Autobahn;Oberaudorf;;2008-01-01;NA;12.1883;47.6485;BY;Bayern;ländlich stadtnah;ländlich;Verkehr;Auenstraße;;83080;2016-01-01
542;DEBY122;Bad Hindelang/Oberjoch;Bad Hindelang, Gde.teil Oberjoch;;2010-06-21;NA;10.4042;47.5180;BY;Bayern;ländlich regional;ländlich;Hintergrund;Riedlesweg;;87541;2016-01-01
544;DEBY124;Burgbernheim/Grüne Au;Burgbernheim;;2015-07-24;NA;10.3250;49.4441;BY;Bayern;ländlich regional;ländlich;Hintergrund;Grüne Au;;91593;2016-01-01
607;DEBY187;Oettingen/Goethestraße;Oettingen;;2012-07-26;NA;10.5977;48.9522;BY;Bayern;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Goethestraße;;86732;2016-01-01
608;DEBY188;Schwabach/Angerstraße;Schwabach;L 5.16;2012-07-01;NA;11.0279;49.3227;BY;Bayern;städtisches Gebiet;städtisch;Hintergrund;Angerstraße;;91126;2016-01-01
609;DEBY189;München/Allach;München;;2014-01-28;NA;11.4645;48.1817;BY;Bayern;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Allacher Straße;305;80999;2016-01-01
615;DEBY196;Garmisch-Partenkirchen/Wasserwerk;Garmisch-Partenkirchen;L 1.18;2016-01-01;NA;11.0572;47.4771;BY;Bayern;ländlich stadtnah;ländlich;Hintergrund;Tegernauweg;;82467;2016-01-01
616;DEHB001;Bremen-Mitte;Bremen;;1987-01-01;NA;8.8158;53.0772;HB;Bremen;städtisches Gebiet;städtisch;Hintergrund;Präsident-Kennedy-Platz;-;28203;2016-01-01
617;DEHB002;Bremen-Ost;Bremen;;1987-01-01;NA;8.9170;53.0600;HB;Bremen;städtisches Gebiet;städtisch;Hintergrund;Osterholzer-Heerstraße;32;28327;2016-01-01
619;DEHB004;Bremen-Nord;Bremen;;1989-05-01;NA;8.6255;53.1809;HB;Bremen;städtisches Gebiet;städtisch;Hintergrund;Aumunder Feldstraße;41;28757;2016-01-01
620;DEHB005;Bremerhaven-Hansastraße;Bremerhaven;;1989-05-01;NA;8.5694;53.5625;HB;Bremen;städtisches Gebiet;städtisch;Hintergrund;Hansastraße;;27568;2016-01-01
621;DEHB006;Bremen-Dobben;Bremen;;1992-05-01;NA;8.8252;53.0787;HB;Bremen;städtisches Gebiet;städtisch;Verkehr;Dobbenweg 5;;28203;2016-01-01
626;DEHB011;Bremerhaven-Cherbourger Straße;Bremerhaven;Verkehr 4;2008-01-01;NA;8.5988;53.5853;HB;Bremen;städtisches Gebiet;städtisch;Verkehr;Cherbourger Straße;;27578;2016-01-01
627;DEHB012;Bremen-Oslebshausen;Bremen;;2010-05-01;NA;8.7351;53.1317;HB;Bremen;städtisches Gebiet;städtisch;Hintergrund;Menkenkamp;15;28237;2016-01-01
628;DEHB013;Bremen-Hasenbüren;Bremen;;2010-06-08;NA;8.6951;53.1177;HB;Bremen;ländlich regional;ländlich;Industrie;Am Glockensteig;;28197;2016-01-01
629;DEHE001;Darmstadt;Darmstadt;;1995-08-01;NA;8.6646;49.8723;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Rudolf Mueller Anlage;;64287;2016-01-01
633;DEHE005;Frankfurt-Höchst;Frankfurt;;1979-01-01;NA;8.5425;50.1018;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Dalbergstraße;;65929;2016-01-01
636;DEHE008;Frankfurt-Ost;Frankfurt;;1984-01-01;NA;8.7463;50.1253;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Hanauer Landstr.;;60314;2016-01-01
639;DEHE011;Hanau;Hanau;;2013-07-11;NA;8.9216;50.1358;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Am Freiheitsplatz;;63450;2016-01-01
641;DEHE013;Kassel-Mitte;Kassel;;1977-01-01;NA;9.4834;51.3142;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Hinter der Komödie;;34117;2016-01-01
646;DEHE018;Raunheim;Raunheim;;1977-01-01;NA;8.4515;50.0103;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Starkenburger Straße;;65479;2016-01-01
648;DEHE020;Wetzlar;Wetzlar;;1979-01-01;NA;8.5006;50.5672;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Hermannsteiner Str.;16A;35576;2016-01-01
650;DEHE022;Wiesbaden-Süd;Wiesbaden;;1977-01-01;NA;8.2449;50.0503;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Am Hohen Stein;;65203;2016-01-01
652;DEHE024;Witzenhausen/Wald;Witzenhausen/Wald;;1983-05-01;NA;9.7746;51.2918;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Bielstein;;34298;2016-01-01
654;DEHE026;Spessart;Jossgrund;;1986-01-01;NA;9.3994;50.1644;HE;Hessen;ländlich regional;ländlich;Hintergrund;;;63637;2016-01-01
656;DEHE028;Fürth/Odenwald;Fürth/Odenwald;;1986-10-01;NA;8.8173;49.6535;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Erzberg;;64658;2016-01-01
658;DEHE030;Marburg;Marburg;;1988-01-01;NA;8.7693;50.8043;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Gutenberg Str.;;35037;2016-01-01
660;DEHE032;Bebra;Bebra;;1988-01-01;NA;9.8003;50.9700;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Goethestr.;2;36179;2016-01-01
665;DEHE037;Wiesbaden-Ringkirche;Wiesbaden;;1991-08-01;NA;8.2303;50.0772;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Rheinstr.;;65185;2016-01-01
667;DEHE039;Burg Herzberg (Grebenau);Breitenbach/Herzberg;;2010-09-07;NA;9.4594;50.7704;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Forsthof Huhnstadt;;36287;2016-01-01
668;DEHE040;Darmstadt-Hügelstraße;Darmstadt;;1993-11-01;NA;8.6537;49.8695;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Hügelstr.;;64283;2016-01-01
669;DEHE041;Frankfurt-Friedb.Ldstr.;Frankfurt;;1993-03-01;NA;8.6919;50.1246;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Friedberger-Landstr.;;60316;2016-01-01
670;DEHE042;Linden/Leihgestern;Linden;;1995-04-05;NA;8.6844;50.5330;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Steinweg;;35440;2016-01-01
671;DEHE043;Riedstadt;Riedstadt;;1996-03-20;NA;8.5168;49.8252;HE;Hessen;ländlich stadtnah;ländlich;Hintergrund;Flur 9/57;;64560;2016-01-01
672;DEHE044;Limburg;Limburg;;1998-06-10;NA;8.0610;50.3832;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Eisenbahnstr.;;65549;2016-01-01
673;DEHE045;Michelstadt;Michelstadt;;1999-05-05;NA;9.0020;49.6725;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Ludwig-Arzt-Str.;10;64720;2016-01-01
674;DEHE046;Bad Arolsen;Bad Arolsen/Kohlgrund;;1999-05-11;NA;8.9282;51.4309;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;An der Thale;;34454;2016-01-01
677;DEHE049;Kassel-Fünffenster-Str.;Kassel;;1999-06-18;NA;9.4911;51.3121;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Fünffenster-Str.;;34117;2016-01-01
678;DEHE050;Zierenberg;Zierenberg;;2013-05-07;NA;9.2712;51.3608;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Bärenberg;;34289;2016-01-01
679;DEHE051;Wasserkuppe;Wasserkuppe;;2000-07-05;NA;9.9359;50.4977;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Liegenschaft Wasserkuppe;;36129;2016-01-01
680;DEHE052;Kleiner Feldberg;Glashütten;;1992-03-12;NA;8.4461;50.2219;HE;Hessen;ländliches Gebiet;ländlich;Hintergrund;Feldweg;;61479;2016-01-01
687;DEHE059;Fulda-Petersberger Str.;Fulda;;2005-09-14;NA;9.6849;50.5500;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Petersberger Str.;24-26;36037;2016-01-01
688;DEHE060;Kellerwald;Edertal-Hemfurth;;2005-10-09;NA;9.0318;51.1548;HE;Hessen;ländlich regional;ländlich;Hintergrund;Peterskopfstr.;999;34549;2016-01-01
689;DEHE061;Gießen-Westanlage;Gießen;;2005-12-12;NA;8.6686;50.5841;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Westanlage;;35390;2016-01-01
690;DEHE062;Marburg-Univers.Straße;Marburg;;2005-12-20;NA;8.7705;50.8072;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Universitätsstraße;;35037;2016-01-01
691;DEHE063;Heppenheim-Lehrstraße;Heppenheim;;2005-12-29;NA;8.6420;49.6432;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Lehrstraße;;64646;2016-01-01
740;DEHE112;Wiesbaden-Schiersteiner Str.;Wiesbaden;;2012-01-01;NA;8.2289;50.0721;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Schiersteiner Straße;31;65187;2016-01-01
744;DEHE116;Offenbach-Untere Grenzstraße;Offenbach;;2013-11-01;NA;8.7849;50.1015;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Untere Grenzstraße;22;63075;2016-01-01
759;DEHE131;Limburg-Schiede;Limburg;;2015-06-01;NA;8.0599;50.3864;HE;Hessen;städtisches Gebiet;städtisch;Verkehr;Schiede;49;65549;2016-01-01
762;DEHE134;Fulda-Zentral;Fulda;;2017-01-01;NA;9.6802;50.5464;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Buseckstr.;;36043;2017-01-01
763;DEHE135;Frankfurt-Schwanheim;Frankfurt am Main;;2017-08-02;NA;8.5763;50.0755;HE;Hessen;städtisches Gebiet;städtisch;Hintergrund;Schwanheimer Bahnstraße 100;;60529;2017-01-01
784;DEHH008;Hamburg Sternschanze;Hamburg;;1984-03-01;NA;9.9679;53.5641;HH;Hamburg;städtisches Gebiet;städtisch;Hintergrund;Dänenweg;;20357;2016-01-01
791;DEHH015;Hamburg Veddel;Hamburg;;1984-07-01;NA;10.0212;53.5233;HH;Hamburg;städtisches Gebiet;städtisch;Industrie;Am Zollhafen;;20539;2016-01-01
792;DEHH016;Hamburg Billbrook;Hamburg;21BI;1985-01-01;NA;10.0817;53.5290;HH;Hamburg;städtisches Gebiet;städtisch;Industrie;Pinkertweg;;22113;2016-01-01
802;DEHH026;Hamburg Stresemannstraße;Hamburg;;1991-10-24;NA;9.9572;53.5606;HH;Hamburg;städtisches Gebiet;städtisch;Verkehr;Stresemannstraße;95;22769;2016-01-01
809;DEHH033;Hamburg Flughafen Nord;Hamburg;;1994-04-01;NA;9.9980;53.6383;HH;Hamburg;städtisches Gebiet;städtisch;Hintergrund;Nähe Holtkoppel auf Flughafengelände;;22335;2016-01-01
823;DEHH047;Hamburg Bramfeld;Hamburg;51BF;1998-04-01;NA;10.1106;53.6307;HH;Hamburg;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Karlshöhe;;22175;2016-01-01
826;DEHH050;Hamburg Neugraben;Hamburg;52NG;1998-07-01;NA;9.8572;53.4809;HH;Hamburg;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Neugrabener Dorf;79/81;21147;2016-01-01
835;DEHH059;Hamburg Wilhelmsburg;Hamburg;61WB;2000-04-03;NA;9.9906;53.5079;HH;Hamburg;städtisches Gebiet;städtisch;Hintergrund;Rotenhäuser Damm;78a;21107;2016-01-01
840;DEHH064;Hamburg Kieler Straße;Hamburg;64KS;2001-05-31;NA;9.9446;53.5644;HH;Hamburg;städtisches Gebiet;städtisch;Verkehr;Kieler Straße;13;22769;2016-01-01
844;DEHH068;Hamburg Habichtstraße;Hamburg;68HB;2001-12-31;NA;10.0539;53.5923;HH;Hamburg;städtisches Gebiet;städtisch;Verkehr;Habichtstr.;59;22305;2016-01-01
846;DEHH070;Hamburg Max-Brauer-Allee II (Straße);Hamburg;70MB;2002-02-12;NA;9.9430;53.5557;HH;Hamburg;städtisches Gebiet;städtisch;Verkehr;Max-Brauer-Allee;92/94;22765;2016-01-01
848;DEHH072;Hamburg Finkenwerder West;Hamburg;72FI;2004-02-12;NA;9.8441;53.5360;HH;Hamburg;städtisches Gebiet;städtisch;Industrie;Neßkatenweg;1a;21129;2016-01-01
849;DEHH073;Hamburg Finkenwerder Airbus;Hamburg;73FW;2004-02-01;NA;9.8327;53.5321;HH;Hamburg;ländlich stadtnah;ländlich;Industrie;Neßhauptdeich;;21129;2016-01-01
855;DEHH079;Hamburg Altona Elbhang;Hamburg;80KT;2011-12-08;NA;9.9448;53.5453;HH;Hamburg;städtisches Gebiet;städtisch;Hintergrund;Olbersweg;;22767;2016-01-01
857;DEHH081;Hamburg Hafen;Hamburg;;2015-09-29;NA;9.9816;53.5292;HH;Hamburg;städtisches Gebiet;städtisch;Hintergrund;Worthdamm;49;20457;2016-01-01
860;DEMV003;Neubrandenburg;Neubrandenburg;;1992-01-01;2019-12-30;13.2664;53.5598;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Verkehr;Am Pferdemarkt;;17033;2016-01-01
861;DEMV004;Gülzow;Gülzow;;1992-01-01;NA;12.0647;53.8178;MV;Mecklenburg-Vorpommern;ländliches Gebiet;ländlich;Hintergrund;Boldebucker Weg;3;18276;2016-01-01
864;DEMV007;Rostock-Stuthof;Rostock-Stuthof;;1993-01-01;NA;12.1741;54.1616;MV;Mecklenburg-Vorpommern;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Dorfstrasse;;18146;2016-01-01
865;DEMV012;Löcknitz;Mewegen;;1994-01-15;NA;14.2574;53.5205;MV;Mecklenburg-Vorpommern;ländliches Gebiet;ländlich;Hintergrund;Holzenberg;;17321;2016-01-01
866;DEMV017;Göhlen;Göhlen;;1998-02-01;NA;11.3630;53.3024;MV;Mecklenburg-Vorpommern;ländliches Gebiet;ländlich;Hintergrund;Hauptstraße;49;19288;2016-01-01
868;DEMV019;Güstrow;Güstrow;;2004-01-01;NA;12.1755;53.7818;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Hintergrund;Goldberger Straße;12;18273;2016-01-01
869;DEMV020;Rostock Am Strande;Rostock;;2006-01-01;NA;12.1420;54.0923;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Verkehr;Am Strande;103;18055;2016-01-01
870;DEMV021;Rostock-Warnemünde;Rostock-Warnemünde;;2006-05-01;NA;12.0800;54.1713;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Hintergrund;Richard-Wagner-Straße;31;18119;2016-01-01
871;DEMV022;Rostock-Holbeinplatz;Rostock;;2008-01-25;NA;12.0996;54.0926;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Verkehr;Schweriner Straße;66*;18069;2016-01-01
872;DEMV023;Schwerin-Obotritenring;Schwerin;;2008-04-05;NA;11.3983;53.6318;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Verkehr;Obotritenring;106 a;19053;2016-01-01
873;DEMV024;Leizen;Minzow, OT Woldzegarten;;2010-06-16;NA;12.4639;53.3963;MV;Mecklenburg-Vorpommern;ländliches Gebiet;ländlich;Hintergrund;Walower Straße;25b;17209;2016-01-01
874;DEMV025;Stralsund-Knieperdamm;Stralsund;;2011-10-01;NA;13.0810;54.3192;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Verkehr;Knieperdamm;73;18435;2016-01-01
875;DEMV026;Garz;Garz;;2013-01-01;NA;13.3421;54.3235;MV;Mecklenburg-Vorpommern;ländliches Gebiet;ländlich;Hintergrund;Schleuse;6c;18574;2016-01-01
877;DEMV028;Wismar;Wismar;;2016-01-01;NA;11.4760;53.9023;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Hintergrund;Talliner Strasse 1;;23970;2016-01-01
880;DEMV031;Rostock-Hohe Düne;Rostock - Warnemünde;;2015-01-01;NA;12.0979;54.1773;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Industrie;An der See;14;18119;2016-01-01
907;DEMV058;Neubrandenburg Woldegker Straße;Neubrandenburg;;2019-03-01;NA;13.2679;53.5588;MV;Mecklenburg-Vorpommern;städtisches Gebiet;städtisch;Verkehr;Woldegker Straße;4;17033;2020-01-12
911;DENI011;Braunschweig;Braunschweig;;1978-01-01;NA;10.4736;52.2269;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Broitzem (Fernmeldeturm);;38122;2016-01-01
914;DENI016;Oker/Harlingerode;Goslar;;1980-05-01;NA;10.4813;51.9016;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Eichenweg;61;38642;2016-01-01
916;DENI020;Wolfsburg;Wolfsburg;;1988-02-01;NA;10.8164;52.4408;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Krähenhoop;;38448;2016-01-01
922;DENI028;Eichsfeld;Duderstadt;;1986-10-09;NA;10.2385;51.5076;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Bostalstraße;;37115;2016-01-01
923;DENI029;Ostfriesland;Emden;;1982-04-01;NA;7.2073;53.3624;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Am Eisenbahndock;;26725;2016-01-01
924;DENI031;Jadebusen;Wilhelmshaven;;1984-06-01;NA;8.0906;53.5962;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;Utterser Landstraße;;26388;2016-01-01
926;DENI038;Osnabrück;Osnabrück;;1988-10-01;NA;8.0529;52.2553;NI;Niedersachsen;städtisches Gebiet;städtisch;Hintergrund;Bomblatstraße;39;49082;2016-01-01
929;DENI041;Weserbergland;Rinteln;;1988-10-01;NA;9.0626;52.1702;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Detmolder Str. (Pumpwerk);;31737;2016-01-01
930;DENI042;Göttingen;Göttingen;;1987-09-10;NA;9.9498;51.5511;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Nohlstraße;;37075;2016-01-01
931;DENI043;Emsland;Lingen;;1988-10-01;NA;7.3175;52.4986;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Am Darmer Sportzentrum;;49809;2016-01-01
932;DENI048;Hannover Verkehr;Hannover;;1989-07-01;NA;9.7155;52.3595;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Göttinger Straße;;30449;2016-01-01
935;DENI051;Wurmberg;Braunlage;;1991-06-06;NA;10.6125;51.7582;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;Wurmberg;;38700;2016-01-01
936;DENI052;Allertal;Walsrode;;1991-04-04;NA;9.6230;52.8294;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Auf dem Kamp;8;29664;2016-01-01
937;DENI053;Südoldenburg;Bösel;;1991-04-03;NA;7.9426;52.9980;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Industrie;Beim Steinwitten;15;26219;2016-01-01
938;DENI054;Hannover;Hannover;;1978-01-01;NA;9.7061;52.3629;NI;Niedersachsen;städtisches Gebiet;städtisch;Hintergrund;Am Lindener Berge;;30449;2016-01-01
942;DENI058;Ostfries. Inseln;Norderney;;1996-02-01;NA;7.2140;53.7153;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;Weiße Düne (Wasserwerk);2;26548;2016-01-01
943;DENI059;Elbmündung;Cuxhaven;;1998-03-20;NA;8.8012;53.8302;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;Wehldorfer Straße;;27478;2016-01-01
944;DENI060;Wendland;Lüchow;;1998-04-01;NA;11.1671;52.9570;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;Saaßer Chaussee;;29439;2016-01-01
946;DENI062;Lüneburger Heide;Lüneburg;;1999-04-01;NA;10.4565;53.2470;NI;Niedersachsen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Zeppelinstraße (Flugplatz);;21337;2016-01-01
947;DENI063;Altes Land;Jork;;1999-02-11;NA;9.6850;53.5242;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;Ostfeld;;21635;2016-01-01
948;DENI066;Hildesheim Verkehr;Hildesheim;;2011-01-01;NA;9.9502;52.1508;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Schuhstrasse;28;31134;2019-01-01
949;DENI067;Osnabrück-Verkehr;Osnabrück;;2005-07-01;NA;8.0415;52.2703;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Schloßwall;18;49080;2016-01-01
950;DENI068;Göttingen-Verkehr;Göttingen;;2019-02-14;NA;9.9283;51.5302;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Bürgerstr.;20;37073;2016-01-01
952;DENI070;Salzgitter-Drütte;Salzgitter;;2007-08-16;NA;10.4559;52.1537;NI;Niedersachsen;ländliches Gebiet;ländlich;Industrie;Drütter Str.;75;38239;2016-01-01
957;DENI075;Braunschweig-Verkehr;Braunschweig;;2019-02-05;NA;10.5406;52.2667;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Altewiekring;24;38102;2016-01-01
959;DENI077;Solling-Süd;Uslar, OT Schönhagen;;2010-01-01;NA;9.5546;51.7088;NI;Niedersachsen;ländliches Gebiet;ländlich;Hintergrund;In der Loh (Erlebniswald);;37170;2016-01-01
1025;DENI143;Oldenburg Heiligengeistwall;Oldenburg;;2019-01-17;NA;8.2121;53.1428;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Heiligengeistwall;2;26122;2016-01-01
1039;DENI157;Wolfsburg Heßlinger Straße;Wolfsburg;;2013-01-01;NA;10.7937;52.4279;NI;Niedersachsen;städtisches Gebiet;städtisch;Verkehr;Heßlinger Straße;13;38440;2016-01-01
1057;DENW002;Datteln-Hagem;Datteln;DATT;1986-12-01;NA;7.3314;51.6414;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Mozartstraße (Grünfläche Schulgelände);;45711;2016-01-01
1061;DENW006;Lünen-Niederaden;Lünen;NIED;1981-01-02;NA;7.5698;51.5922;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Kreisstraße (Schule);;44532;2016-01-01
1063;DENW008;Dortmund-Eving;Dortmund;DMD2;1988-11-01;NA;7.4574;51.5369;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Burgweg;;44145;2016-01-01
1065;DENW010;Unna-Königsborn;Unna;UNNA;1986-11-01;NA;7.6938;51.5475;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Palaiseaustraße (Schulzentrum);;59425;2016-01-01
1070;DENW015;Marl-Sickingmühle;Marl;SICK;1981-01-01;NA;7.1227;51.6990;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Alte Straße (vor der Schule);;45772;2016-01-01
1076;DENW021;Bottrop-Welheim;Bottrop;BOTT;1981-08-01;NA;6.9769;51.5260;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Industrie;Welheimer Straße (an der Schule);;46238;2016-01-01
1077;DENW022;Gelsenkirchen-Bismarck;Gelsenkirchen;GELS;1981-08-01;NA;7.1019;51.5336;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Trinenkamp (Parkplatz am Sportplatz);;45889;2016-01-01
1079;DENW024;Essen-Vogelheim;Essen;EVOG;1985-11-01;NA;6.9810;51.4965;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Ecke Hafenstraße / Wildstraße;;45356;2016-01-01
1084;DENW029;Hattingen-Blankenstein;Hattingen;HATT;1986-11-01;NA;7.2085;51.4030;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;An der Becke (Gewerbegebiet Zum Ludwigstal);;45527;2016-01-01
1085;DENW030;Wesel-Feldmark;Wesel;WESE;1986-12-01;2020-01-06;6.6297;51.6729;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Mercatorstraße;;46485;2016-01-01
1089;DENW034;Duisburg-Walsum;Duisburg;WALS;1981-01-02;NA;6.7484;51.5240;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Industrie;Sonnenstraße;;47179;2016-01-01
1093;DENW038;Mülheim-Styrum;Mülheim;STYR;1979-05-01;NA;6.8651;51.4535;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Neustadtstraße (am Sportplatz);;45476;2016-01-01
1095;DENW040;Duisburg-Buchholz;Duisburg;BUCH;1979-05-01;NA;6.7630;51.3853;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Böhmerstraße (an der Schule);;47249;2016-01-01
1097;DENW042;Krefeld-Linn;Krefeld;KREF;1983-09-01;NA;6.6402;51.3377;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Hammerstraße (gegenüber Haus 52);;47809;2016-01-01
1098;DENW043;Essen-Ost Steeler Straße;Essen;VESN;1988-12-01;NA;7.0305;51.4512;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Verkehr;Steeler Straße / Ecke Markgrafenstraße;;45138;2016-01-01
1108;DENW053;Köln-Chorweiler;Köln;CHOR;1981-01-01;NA;6.8846;51.0193;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Fühlinger Weg;;50765;2016-01-01
1113;DENW058;Hürth;Hürth;HUE2;1989-01-01;NA;6.8738;50.8762;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Industrie;Dunant-Straße (gegenüber dem Sportplatz);;50354;2016-01-01
1114;DENW059;Köln-Rodenkirchen;Köln;RODE;1980-12-01;NA;6.9851;50.8899;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;Friedrich-Ebert-Straße (Baumschule);;50996;2016-01-01
1117;DENW062;Bonn-Auerberg;Bonn;;1986-12-01;NA;7.0826;50.7536;NW;Nordrhein-Westfalen;vorstädtisches Gebiet;vorstädtisch;Hintergrund;An der Josefshöhe (neben P2 Sportplatz);;53117;2016-01-01
1119;DENW064;Simmerath (Eifel);Simmerath;EIFE;1983-09-01;NA;6.2810;50.6532;NW;Nordrhein-Westfalen;ländlich regional;ländlich;Hintergrund;An der B399 ca. 6km von Simmerath;;52152;2016-01-01
1120;DENW065;Netphen Rothaargebirge;Netphen;;1985-12-01;NA;8.1919;50.9303;NW;Nordrhein-Westfalen;ländlich regional;ländlich;Hintergrund;Nauholzer Weg (gegenüber Försterei Hohenroth);;57271;2016-01-01
1121;DENW066;Nettetal-Kaldenkirchen;Nettetal;;1987-12-01;NA;6.1958;51.3269;NW;Nordrhein-Westfalen;ländlich stadtnah;ländlich;Hintergrund;Juiser Feld;;41334;2016-01-01
1122;DENW067;Bielefeld-Ost;Bielefeld;BIEL;1989-03-01;NA;8.5484;52.0232;NW;Nordrhein-Westfalen;städtisches Gebiet;städtisch;Hintergrund;Hermann-Delius-Straße / Ecke Bleichstraße;;33607;2016-01-01
1123;DENW068;Soest-Ost;Soest;SOES;1989-03-01;NA;8.1480;51.5707;NW;Nordrhein-Westfalen;ländlich stadtnah;ländlich;Hintergrund;Enkesenweg;;59494;2016-01-01
